text	translation
"There's one more thing to learn.

Some items that you might receive from crafting, trading or tasks are Furniture items, which are used for shelter customization.

Once you receive a Furniture item, it will be stored to a separate inventory called the Furniture Catalog, so it doesn't appear in your normal inventory.

Furniture Catalog is only accessible when you are inside of shelters, but you will always receive a message ""New Furniture Added [Catalog]"" when the catalog is updated.

Try getting new furniture by completing this task:
1. Press Start Delivery
2. Select Potato
3. Press Complete
4. Notice the message ""New Furniture Added [Catalog]""

You can learn more about shelter customization and Furniture Catalog from the tutorial billboard called Shelters."	"Есть ещё кое-что важное.

Некоторые предметы, которые ты можешь получить через крафт, торговлю или задания, являются предметами мебели, используемыми для кастомизации убежища.

Когда ты получаешь предмет мебели, он сохраняется в отдельный инвентарь, называемый Каталогом мебели, и не отображается в обычном инвентаре.

Каталог мебели доступен только когда ты находишься внутри убежищ, но ты всегда получишь сообщение «Новая мебель добавлена [Каталог]», когда каталог обновится.

Попробуй получить новую мебель, выполнив это задание:
1. Нажми «Начать доставку»
2. Выбери Картофель
3. Нажми «Завершить»
4. Обрати внимание на сообщение «Новая мебель добавлена [Каталог]»

Ты можешь узнать больше о кастомизации убежища и Каталоге мебели на обучающем стенде под названием «Убежища»."
Prime Time	Прайм-тайм
"Well, well... you must be that guy the Nomads found last week. Didn't they put you up in that old tiny cabin? We used to get drunk and play poker there sometimes, but that place always gave me a headache, I'm pretty sure there's asbestos in the ceiling or something.

Nevertheless, you’ve arrived at the prime time, because I’m out of toilet paper and the situation is getting urgent.

Speaking of prime time, I just finished repairing some electronics and I have this fully functional TV ready to go. Mark my words, at the moment, this is the only working TV in Area 05.

If you bring me that toilet paper, the TV is yours. It has all the channels pre-configured, vibrant colors and prime time shows are running as we speak."	"Ну надо же... ты, наверное, тот самый парень, которого Кочевники нашли на прошлой неделе. Они что, поселили тебя в той старой маленькой хижине? Мы иногда там напивались и играли в покер, но это место всегда давало мне головную боль — уверен, там в потолке асбест или что-то вроде того.

Тем не менее, ты появился очень вовремя, потому что у меня закончилась туалетная бумага, и ситуация становится критической.

Говоря о прайм-тайме, я только что закончил ремонт кое-какой электроники и у меня есть полностью рабочий телевизор. Попомни мои слова — на данный момент это единственный работающий телевизор в Area 05.

Если принесёшь мне ту туалетную бумагу, телевизор твой. В нём уже настроены все каналы, яркие цвета, и прямо сейчас идут передачи прайм-тайма."
Bad Habits	Дурные привычки
"A while ago, I visited the Doctor in that abandoned school nearby. He told me that I should cut out all my ""bad habits,"" but the old fucker smokes himself, so screw him!

You're probably just one of those modern-day hippies who only licks mint pastilles when things get rough, but if you happen to find one of these, bring a pack or two and some matches as well."	"Недавно я навестил Доктора в той заброшенной школе неподалёку. Он сказал, что мне следует избавиться от всех «дурных привычек», но этот старый хрен сам курит, так что идёт он!

Ты, наверное, один из этих современных хиппи, который в трудные времена только лижет мятные пастилки, но если вдруг найдёшь одну из таких штук — принеси пачку-другую и заодно спички."
Backpains	Боли в спине
"When you get to my age, everything hurts and your body is like those French cars, constant issues and in need of repair.

I usually don't complain, but my fucking back is killing me. Every morning when I wake up, it feels like a gunshot directly to my spine. It won't be long until you're just like me and those cursed French cars.

If you happen to find something that could help with my back, I would highly appreciate it."	"Когда доживёшь до моего возраста, всё болит, и твоё тело — как те французские машины: постоянные проблемы и вечный ремонт.

Обычно я не жалуюсь, но чёртова спина меня убивает. Каждое утро, когда просыпаюсь, ощущение, будто пуля прямо в позвоночник. Недолго осталось до того, как ты станешь таким же, как я, и эти проклятые французские машины.

Если найдёшь что-нибудь, что помогло бы моей спине, буду очень признателен."
Coffee Reserve	Кофейный запас
"There are few things in life that are non-negotiable. There's morning coffee at 6:00, afternoon coffee at 12:00 and dinner coffee at 18:00. When manual labor is involved, coffee breaks in between are also mandatory and basically prescribed by law.

If you want to remain alive here in Area 05, the constant flow of caffeine should be your primary goal.

As a matter of fact, I should probably increase my strategic coffee reserve a bit, since the consumption lately has been above average."	"В жизни есть несколько вещей, которые не обсуждаются. Утренний кофе в 6:00, дневной кофе в 12:00 и вечерний кофе в 18:00. Когда задействован ручной труд, перерывы на кофе обязательны и фактически предписаны законом.

Если хочешь остаться в живых здесь, в Area 05, постоянный приток кофеина должен быть твоей главной целью.

Вообще-то, мне, пожалуй, стоит немного увеличить стратегический кофейный запас, поскольку потребление в последнее время было выше среднего."
Sweaty Business	Потная работёнка
"The days out here are long and sweaty, especially in the summertime.

Since air conditioning, showers and running water are just a faint memory from the past, it's important that you maintain personal hygiene and odor control for the sake of the others. You might wonder why not just go wash in the lake or sea? Well, let me tell you why that's a bad idea.

After the initial explosion, these waters are far from refreshing and there's something nasty going on. I have seen so many dead fish lately that my ass is not going into that water, that's for sure and I highly recommend the same for you.

It’s a sweaty business, but we just have to figure out some alternative methods to stay fresh."	"Дни здесь длинные и знойные, особенно летом.

Поскольку кондиционеры, душ и водопровод — лишь смутные воспоминания из прошлого, важно следить за личной гигиеной и контролировать запах ради окружающих. Можешь спросить: почему бы просто не помыться в озере или море? Ну, позволь объяснить, почему это плохая идея.

После первоначального взрыва эти воды далеки от освежающих, и там происходит что-то нехорошее. Я так часто вижу мёртвую рыбу в последнее время, что ни за что не полезу в эту воду — это точно, и настоятельно рекомендую тебе то же самое.

Потная работёнка, но нам придётся придумать какие-то альтернативные методы, чтобы оставаться свежими."
Handyman	Мастер на все руки
"You know that old lady who still lives near the Border Zone? Well, she's blind and no matter how many times I have warned her about electronics, she keeps fiddling around with different buttons and then everything gets messed up!

Now there's a broken stove, the freezer has melted and apparently the radio is once again ""misbehaving."" On top of this, during a storm last week, a tree fell directly onto her porch roof and it has now somewhat collapsed, so we are dealing with a clusterfuck of issues.

I'm getting tired of being her handyman, but I promised to help this one last time."	"Знаешь ту старушку, что до сих пор живёт у Пограничной зоны? Так вот, она слепая, и сколько бы раз я ни предупреждал её об электронике, она всё равно копается в разных кнопках, и всё выходит из строя!

Теперь сломана плита, морозильник разморозился, и, похоже, радио снова «безобразничает». Вдобавок на прошлой неделе во время шторма дерево упало прямо на крышу её крыльца, и та частично обвалилась, так что мы имеем дело с настоящим хаосом проблем.

Мне надоело быть её мастером на все руки, но я пообещал помочь в последний раз."
Six Pack	Шестёрка
"Every man has a weak spot, mine is warm cheap beer, especially on a frosty winter morning.

When winter comes, you have to keep them warm and close to your body. It may sound gross, but trust me, you don't want to drink a wheat sorbet when you're roaming around in the cold. Armpits or crotch are the best spots to keep them warm, you radiate a lot of heat from there and you can keep an entire six-pack warm if you can manage them right.

Speaking of six-packs, I could definitely take one for my road trip, six for the road, as they say."	"У каждого мужчины есть слабое место, моё — тёплое дешёвое пиво, особенно морозным зимним утром.

Когда приходит зима, их нужно держать в тепле и поближе к телу. Звучит противно, но поверь мне — не захочешь пить пшеничный сорбет, когда бродишь на холоде. Подмышки или пах — лучшие места, чтобы держать их в тепле: оттуда выделяется много тепла, и если правильно разместить, можно удержать в тепле целую шестёрку.

Говоря о шестёрках, одну я бы точно взял в дорогу — шесть в дорогу, как говорится."
Old Friend	Старый друг
"Want to hear military stories?

Back in the day, when I was doing my conscript service, we still had a few of those KP-31's lying around in the warehouse.

One range day, we actually got a chance to test those. We were not allowed to use full-auto with those drum mags, but when it was my turn, I couldn't resist. I changed the fire mode, squeezed the trigger and 71 rounds of pure magic came out of my barrel.

Sometimes I still hear that ""prat-prat-prat"" sound faintly in my dreams. Damn, I miss that gun. Someday I will once again reunite with my magical old friend, someday..."	"Хочешь послушать военные истории?

В своё время, когда я проходил срочную службу, у нас ещё лежало несколько KP-31 на складе.

Однажды на стрельбище нам действительно дали возможность их испытать. Стрелять с этими дисковыми магазинами на автоматическом режиме нам не разрешали, но когда подошла моя очередь, я не смог устоять. Переключил режим огня, нажал на спуск — и 71 патрон чистой магии вылетел из ствола.

Иногда я до сих пор слышу этот звук «пра-пра-пра» где-то в глубине снов. Чёрт, как же я скучаю по этому ружью. Когда-нибудь я снова встречусь с моим магическим старым другом, когда-нибудь..."
Road Trip	Поездка
"I'm tired of this shithole. I'm planning to take a one-way road trip to the North and leave all this misery behind.

Have you ever visited the North? What a shame, that place has remained totally unaffected by all this bullshit. It's like nothing ever happened there. I'm talking about pristine nature, wildlife and crystal-clear rivers for catching those juicy arctic trouts.

I would be already driving there, but those filthy Bandits stole my car battery and a bunch of other items from the trunk, so I'm still stuck here.

Maybe you could help me with this? Bring back my stolen items and I have something special for you."	"Я устал от этой дыры. Планирую отправиться в одностороннюю поездку на Север и оставить всё это несчастье позади.

Ты когда-нибудь бывал на Севере? Жаль, это место совершенно не затронуто всей этой ерундой. Как будто там ничего не происходило. Я говорю о первозданной природе, дикой жизни и кристально чистых реках, где ловятся сочные арктические форели.

Я бы уже ехал туда, но эти грязные Бандиты украли мой аккумулятор и кучу других вещей из багажника, так что я всё ещё торчу здесь.

Может, поможешь мне? Верни мои украденные вещи, и у меня найдётся кое-что особенное для тебя."
Homemade	Домашнее
"When I reach the North, I’m going to surprise the Shaman since he’s a big fan of my homemade sugar wine.

I already had a large batch for him, but since my trip was delayed, I had to make sure the product didn't spoil in my cellar. After a few ""product-quality"" sips, I got carried away and started drinking and now I have nothing left.

I'm going to need a new batch, but I don't have time right now, so perhaps you can cook it. The recipe is really simple, but do not add too much sugar or you're going to ruin the whole thing. Keep it simple, keep it homemade.

If you can make this new batch for me, I will consider giving you a key to my attic, which would be quite an upgrade from your small asbestos cabin."	"Когда доберусь до Севера, хочу удивить Шамана — он большой поклонник моего домашнего сахарного вина.

У меня уже была большая партия для него, но поскольку поездка задержалась, пришлось убедиться, что продукт не испортится в погребе. После нескольких глотков для «проверки качества» я увлёкся и начал пить, и теперь ничего не осталось.

Мне нужна новая партия, но сейчас нет времени, так что, может быть, ты сможешь это приготовить. Рецепт очень простой, но не добавляй слишком много сахара, иначе испортишь всё. Просто и по-домашнему.

Если сделаешь для меня эту новую партию, я подумаю, не дать ли тебе ключ от моего чердака — это было бы неплохим улучшением по сравнению с твоей маленькой асбестовой хижиной."
Nasty Draft	Противный сквозняк
"I haven't seen you here before, you must be a new patient?

Welcome to my improvised clinic. It ain't much, but with these limited resources, it's the best that we've got.

I used to teach health education for elementary students in this school. It was a long time ago, but I have good memories of this place. The building is old and has seen better days, but I'm sure it can be restored when things settle down.

Nowadays, my current concern is mostly related to heat insulation, since our windows are pretty much gone. Especially in winter, it's a bit chilly for my patients. I think an emergency solution would just require some duct tape to keep the nasty draft under control."	"Не видел тебя здесь раньше — ты, должно быть, новый пациент?

Добро пожаловать в мой импровизированный медпункт. Много не обещаю, но при таких ограниченных ресурсах это лучшее, что у нас есть.

Раньше я преподавал основы здоровья для младших школьников в этой школе. Это было давно, но у меня есть добрые воспоминания об этом месте. Здание старое и видело лучшие времена, но я уверен, что его можно восстановить, когда всё успокоится.

Сейчас меня больше всего беспокоит теплоизоляция — окна у нас практически отсутствуют. Особенно зимой моим пациентам довольно холодно. Думаю, в качестве аварийного решения достаточно было бы скотча, чтобы справиться с этим противным сквозняком."
Steady Hands	Твёрдая рука
"I do have to admit that sometimes my hand-eye coordination and fine motor skills are a bit rusty.

Especially in surgeries and working with a scalpel, I often get the shakes and small mistakes here and there are unavoidable. I think it's mostly related to my age, but I have found that smoking a few cigars before the operation keeps my hands more steady.

As a doctor, I do not recommend smoking, but desperate times require desperate actions.

If you happen to find a few cigars somewhere, perhaps you could deliver those to me? But don't tell the Generalist, I just told him to stop smoking, so we don't create any controversial guidance. Let's keep this between me and you."	"Должен признать, что иногда моя координация рук и глаз, а также мелкая моторика немного подводят.

Особенно во время операций при работе со скальпелем у меня нередко дрожат руки, и небольших ошибок то там, то тут не избежать. Думаю, это в основном связано с возрастом, но я заметил, что несколько сигар перед операцией помогают держать руки более устойчиво.

Как врач, я не рекомендую курение, но в трудные времена приходится идти на крайние меры.

Если вдруг найдёшь где-нибудь несколько сигар, может, доставишь их мне? Только не говори Терапевту — я только что велел ему бросить курить, так что не нужно создавать противоречивых рекомендаций. Пусть это останется между нами."
Bookworm	Книжный червь
"Being a doctor around here is a cyclic job. What I mean by this is that there are days where it's extremely busy and days where no soul is in sight.

On those boring, empty days, I often spend my time reading. The reading material around here is quite random, you cannot really pick what you read, so you must learn to adapt to the available literature.

I actually like to read all kinds of old books, no matter the subject. Whether it's children's stories or religion, I always find it interesting. I think I'm a bit of a bookworm by nature."	"Быть врачом здесь — работа цикличная. Я имею в виду, что бывают дни, когда всё очень напряжённо, и дни, когда ни одной живой души не видно.

В такие скучные, пустые дни я часто провожу время за чтением. Читательский материал здесь довольно случайный — особо не выберешь, что читать, так что приходится привыкать к тому, что есть.

Мне на самом деле нравится читать всевозможные старые книги, независимо от темы. Будь то детские рассказы или религия — я всегда нахожу это интересным. Думаю, я по природе немного книжный червь."
Dice Master	Мастер кубиков
"Me and the Generalist have known each other since we were kids. He's a grumpy old man for sure, but once you get to know him, he's somewhat tolerable.

Just a few years ago, we often went fishing together, but that poor guy has multiple herniated disks, so fishing trips are no longer an option for him. We still have a few other common hobbies like horse races and gambling.

Like you probably already guessed, only one of those is available nowadays, so our friendship is currently purely built on gambling with card and dice games. However, every time we play dice, he always magically wins and I'm starting to wonder if his dices are rigged somehow, since nobody is that lucky.

You know what, if you happen to find one of those dice games, bring one for me. Next time we play, it's going to be on my set. That way, I can rule out the possibility of cheating and we'll see who the true dice master is."	"Мы с Терапевтом знакомы ещё с детства. Он определённо угрюмый старик, но когда узнаёшь его поближе, с ним вполне можно иметь дело.

Ещё несколько лет назад мы часто ходили рыбачить вместе, но у бедняги несколько грыж межпозвонковых дисков, так что рыбалка для него больше не вариант. У нас всё ещё есть несколько общих увлечений, например скачки и азартные игры.

Как ты, наверное, уже догадался, из этого сейчас доступно только одно, так что наша дружба держится исключительно на азартных играх в карты и кости. Однако каждый раз, когда мы играем в кости, он каким-то магическим образом всегда выигрывает, и я начинаю подозревать, что его кубики как-то подкручены, ведь таким везучим не бывают.

Знаешь что, если найдёшь где-нибудь такую игру в кости — принеси мне. В следующий раз сыграем на моём комплекте. Так я смогу исключить возможность жульничества и посмотрим, кто же настоящий мастер кубиков."
Night Surgery	Ночная операция
"Even though I'm not specialized in surgery, I find myself quite skillful working with organs and human anatomy.

Daytime operations are a walk in the park for me when there's enough light, but at night, it gets more tricky. Operating in dim lighting or sometimes even in total darkness relies more on hand-feel and intuition, but it's always riskier for the patient.

Some sort of bright headlamp would probably solve this issue until the power grid is fully restored. I have tried to find one, but unfortunately no luck so far."	"Хотя я не специализируюсь на хирургии, я считаю себя весьма умелым при работе с органами и анатомией человека.

Дневные операции для меня — прогулка в парке, когда достаточно света, но ночью всё усложняется. Работа при тусклом освещении или иногда вовсе в темноте больше полагается на тактильные ощущения и интуицию, но это всегда более рискованно для пациента.

Какой-нибудь яркий налобный фонарь, вероятно, решил бы эту проблему до полного восстановления электросети. Я пытался найти такой, но, к сожалению, безуспешно."
Infections	Инфекции
"You know what one of the most common issues is here? It's infections.

When you have poor hygiene and uncleaned wounds, it's a perfect combo for bacteria and germs. Whenever there's a patient with any kind of cuts or scrapes, there's pretty much always an infection by default.

I do still have some medical supplies left for infections, but those will run out sooner or later. Once that happens, the mortality rate here is going to take a dark turn."	"Знаешь, в чём одна из наиболее распространённых проблем здесь? Это инфекции.

Когда плохая гигиена сочетается с необработанными ранами — это идеальный рассадник для бактерий и микробов. Когда бы ни пришёл пациент с какими-либо порезами или ссадинами, инфекция практически всегда присутствует по умолчанию.

У меня ещё остались кое-какие медицинские материалы для лечения инфекций, но рано или поздно они закончатся. Когда это произойдёт, смертность здесь примет мрачный оборот."
Hypovolemia	Гиповолемия
"Hydration is extremely important. Just last week, I found a few pale Nomads who were curled up in the forest with low blood pressure.

After taking a closer look, the reason was simpler than expected. Correct, it was dehydration and a thing that we doctors call hypovolemia.

Hypovolemia is basically a loss of both salt and water content in your body and if it gets really bad, then you're screwed like those Nomads and met with a hypovolemic shock. Fortunately, the treatment for these symptoms is really simple, you just stick a saline solution into a peripheral vein and you're good to go.

Whenever you find those saline bottles, always remember to bring them to me and we will surely find some deal that could work for both of us."	"Гидратация крайне важна. Буквально на прошлой неделе я нашёл нескольких бледных Кочевников, скорчившихся в лесу с низким давлением.

Присмотревшись, причина оказалась проще, чем ожидалось. Верно, это было обезвоживание и то, что мы, врачи, называем гиповолемией.

Гиповолемия — это, по сути, потеря как соли, так и воды в организме, и если всё зайдёт слишком далеко, тебе конец — как тем Кочевникам, — и ты столкнёшься с гиповолемическим шоком. К счастью, лечение этих симптомов очень простое: нужно лишь ввести физраствор в периферическую вену — и дело в шляпе.

Всякий раз, когда найдёшь эти флаконы с физраствором, обязательно приноси их мне — мы обязательно найдём условия, которые устроят обоих."
Mouth Organ	Губная гармошка
"Music is the best antidepressant there is. Before my medical studies, I actually used to play the saxophone and horns in our navy orchestra and traveled across the country with those fancy golden pipes. Quite a career shift indeed.

I tried playing my old instruments a few years ago, but you need healthy lungs for those, so I couldn't even get a sound out of the damn things anymore. My passion for mouth organs and musical skills is still there, but I think the cigars have done their damage already.

It's never too late to start with an easier instrument, but I would need something really tiny that is suitable for an old cigar man like me. Maybe in the next life."	"Музыка — лучший антидепрессант. До медицинской учёбы я на самом деле играл на саксофоне и духовых в нашем военно-морском оркестре и объездил всю страну с этими нарядными золотыми трубками. Весьма крутой карьерный поворот.

Несколько лет назад я попробовал сыграть на своих старых инструментах, но для них нужны здоровые лёгкие, так что я даже не смог извлечь ни звука из этих чёртовых вещей. Моя страсть к губным гармошкам и музыкальные навыки никуда не делись, но думаю, сигары уже сделали своё дело.

Никогда не поздно начать с более простого инструмента, но мне нужно что-то совсем маленькое, подходящее для такого старого любителя сигар, как я. Может, в следующей жизни."
"When the situation started, our hospitals were overbooked within the first hour. We actually had to convert the school's gymnasium into an emergency triage site.

I think I left one of my earliest patient reports there. I need that report to help with my memory, since it isn't what it used to be. The symptoms and specific details from that report are starting to blur for me.

Maybe you could search the gymnasium, the place where the kids used to play and climb ropes. It should be there somewhere."	"Когда всё началось, наши больницы были переполнены в течение первого часа. Нам даже пришлось переоборудовать школьный спортзал в экстренный сортировочный пункт.

Думаю, я оставил там одну из своих первых карт пациента. Мне нужна эта карта, чтобы помочь памяти — она уже не та, что была. Симптомы и конкретные детали из той карты начинают размываться.

Может, обыщешь спортзал — место, где дети раньше играли и лазали по канатам? Она должна быть там где-то."
Substance	Вещество
"When those tank railcars exploded and the initial fires started, I’m certain there was something else involved besides just standard industrial chemicals.

Acrylonitrile is definitely part of the compound, just as the officials claimed, but I have a theory that it’s only one piece of the puzzle. When burning, acrylonitrile releases toxic gases such as hydrogen cyanide and is classified as a C1 carcinogen, but let me explain my theory.

These kinds of organic compounds have extremely pungent odors. Since we are talking about massive volumes, the smell should have been everywhere, but it wasn’t. On top of this, acrylonitrile alone shouldn’t have such long-lasting effects on the environment and water sources.

This means we are looking at some kind of manufactured substance that is far more toxic. I know it’s just a theory, but there’s only one way to find out, we need to find the source.

Since we know it was delivered in oil tank cars, I would visit the nearest oil terminal and check their samples to see if they really contain oil or something else. These oil sample containers are easy to spot, they look like golden milk jugs and there should be plenty of them."	"Когда взорвались те цистерны и начались первые пожары, я уверен, что там было что-то ещё помимо стандартных промышленных химикатов.

Акрилонитрил определённо является частью соединения, как и заявляли официальные лица, но у меня есть теория, что это лишь один кусочек головоломки. При горении акрилонитрил выделяет токсичные газы, такие как цианистый водород, и классифицируется как канцероген первого класса, но позволь объяснить свою теорию.

Подобные органические соединения имеют крайне резкие запахи. Поскольку речь идёт о огромных объёмах, запах должен был быть повсюду, но его не было. Вдобавок акрилонитрил сам по себе не должен оказывать столь долгосрочного воздействия на окружающую среду и источники воды.

Это означает, что мы имеем дело с каким-то искусственным веществом, значительно более токсичным. Я знаю, что это всего лишь теория, но есть только один способ это выяснить — нам нужно найти источник.

Поскольку мы знаем, что оно доставлялось в нефтяных цистернах, я бы посетил ближайший нефтяной терминал и проверил их образцы — действительно ли они содержат нефть или что-то иное. Эти контейнеры для образцов нефти легко узнать: они выглядят как золотистые молочные бидоны, и их должно быть предостаточно."
Bloodsuckers	Кровопийцы
"Ain't that something? A new man and a new rifle, always a welcome sight.

Forget the small talk. You want something reliable and cheap? Sure, but a few favors first, since you don't climb the ranks immediately around here. Where should we start? There are definitely some supply runs you could do, but you look a bit flimsy, so maybe you need something simple first. Let me think a moment.

Okay, I have an idea. You know in the summertime, those flying suckers start to piss me off. You would assume those bastards would not get into these bunkers, but trust me, they do. Every single summer, there's buzzing around the clock.

Here's a suitable task for you. Find me something to get rid of those bloodsuckers and then we'll talk more."	"Надо же — новый человек с новой винтовкой, всегда приятное зрелище.

Оставь светские разговоры. Хочешь что-нибудь надёжное и дешёвое? Конечно, но сначала пару услуг — здесь не повышают в звании сразу. С чего начнём? Есть несколько забегов за припасами, которые ты мог бы сделать, но выглядишь немного хлипковато, так что, может, начнём с чего-нибудь попроще. Дай подумаю.

Окей, есть идея. Знаешь, летом эти летающие кровопийцы начинают меня бесить. Казалось бы, в бункеры они не должны проникать, но поверь мне — лезут. Каждое лето — жужжание круглые сутки.

Вот подходящее задание для тебя. Найди мне что-нибудь, чтобы избавиться от этих кровопийц, и тогда поговорим подробнее."
Warm Meal	Горячая еда
"As a military man, I like to stick with rations, but even I have a limit to eating the same porridge and dry snacks multiple weeks in a row.

Back in the day, these rations at least had proper canned food, but nowadays most rations only have some nasty meat paste and modern outdoor food in them. I'm not putting that synthetic shit in my mouth, that's for sure.

It has been a while since I have seen a proper warm meal. Maybe this is your moment to shine and our professional relationship could take the next step forward. Maybe a mess kit filled with proper Finnish pea soup with a bit of mustard on the side, would do the trick."	"Как военный человек, я привык к пайкам, но даже у меня есть предел — есть одну и ту же кашу и сухие снеки несколько недель подряд невозможно.

Раньше в этих пайках хотя бы были нормальные консервы, но сейчас большинство пайков содержат какую-то отвратительную мясную пасту и современную еду для походов. Я не буду класть эту синтетическую дрянь в рот — это точно.

Давно не видел нормальной горячей еды. Может, это твой момент блеснуть, и наши профессиональные отношения выйдут на новый уровень. Может, котелок с нормальным финским гороховым супом с горчицей на стороне — именно то, что нужно."
Nordic Trade	Северная торговля
"Even though I don't understand the Swedes, they do three things right. They have a good navy, good cars and good tobacco products. There's still something wrong with them, they seem too happy and social. It's definitely unnatural.

Don't get me wrong, they are good neighbors and such, but I don't know. Maybe they are too rich and always well-dressed or maybe it's just the hockey thing.

However, in the spirit of good neighbors, there's a fair trade we could do. I call this one ""switching the desserts"". Bring me some of those Swedish delicacies and I'll give you some Finnish ones. It's a deal where there are only winners, a Nordic trade in a way without any rivalry."	"Хотя я не понимаю шведов, они делают три вещи правильно. У них хороший военно-морской флот, хорошие машины и хорошие табачные изделия. С ними всё же что-то не так — они кажутся слишком счастливыми и общительными. Это определённо неестественно.

Не поймите меня неправильно — они хорошие соседи и всё такое, но не знаю. Может, они слишком богаты и всегда хорошо одеты, а может, дело просто в хоккее.

Однако в духе добрых соседей есть честная сделка, которую мы могли бы заключить. Я называю эту «обменом десертами». Принеси мне шведские деликатесы, а я дам тебе финские. Это сделка, в которой только победители — своего рода северная торговля без какого-либо соперничества."
Big Blades	Большие клинки
"You can tell a lot about a man based on the blade he carries. If you ever see a guy with a small pocket knife, you don't want to be around those people.

When it comes to blades, the rule is the bigger, the better. I myself prefer machetes that are suitable for wood chopping and clearing obstructions in a dense forest. Even though we're not in a jungle here, you still need a big blade since there will be times when you'll wish you had one.

Collecting blades is also an elegant hobby. I do have quite an extensive collection, but there are still a few big blades that I'm missing."	"По клинку, который несёт мужчина, можно многое о нём сказать. Если видишь парня с маленьким складным ножом — не хочешь быть рядом с такими людьми.

Когда дело касается клинков, правило такое: чем больше, тем лучше. Я сам предпочитаю мачете, подходящие для рубки дров и расчистки препятствий в густом лесу. Хотя мы здесь не в джунглях, большой клинок всё равно нужен — наступят времена, когда пожалеешь, что его нет.

Коллекционирование клинков — это также изящное хобби. У меня уже довольно обширная коллекция, но несколько крупных клинков всё ещё отсутствует."
Ammo Delivery	Доставка боеприпасов
"You will find most of the ammo types in my stock. Whether you're into squirrel hunting or human hunting, there are options for all.

When it comes to ammo, 7.62x39 and .223 are the best sellers by a big margin. Sometimes there are still those annoying customers who seek something more exotic, but it's hard to maintain a stock for every weird request.

Maybe you could do a quick ammo delivery run for me? We could expand the portfolio a bit, so to speak."	"Большинство типов боеприпасов найдёшь в моём запасе. Хочешь охотиться на белок или на людей — варианты есть для всех.

Когда дело касается боеприпасов, 7.62x39 и .223 — безусловные лидеры продаж. Иногда встречаются надоедливые клиенты, которым нужно что-то более экзотическое, но держать запас для каждого странного запроса сложно.

Может, сделаешь для меня быструю доставку боеприпасов? Так сказать, немного расширим ассортимент."
Weapon Delivery	Доставка оружия
"I used to do a lot of business on the other side of the border, but nowadays my networks have dried up.

This has led to a situation where I'm constantly out of stock of those Eastern weapons. It's a damn shame, since I always find their products more reliable compared to the Western ones. You see, in the West, we have an incurable disease of making everything tactical. We add rails, dingles and dongles to everything and the end result is a mess that has too many moving parts.

Since I no longer have those networks active, a quick weapon delivery from the other side would be highly appreciated."	"Раньше я много работал на другой стороне границы, но теперь мои связи иссякли.

Это привело к тому, что у меня постоянно нет в наличии восточного оружия. Чёртова жалость, ведь их продукция всегда кажется мне надёжнее западной. Понимаешь, на Западе есть неизлечимая болезнь — делать всё тактическим. Мы добавляем планки, висюльки и болтушки ко всему, и в итоге получается нечто с избыточным количеством движущихся частей.

Поскольку эти связи больше не активны, быстрая доставка оружия с той стороны была бы очень кстати."
Medic	Медик
"In the military, there are only two roles that matter, a rifleman and a medic. Leaders, artillery and other support elements are just extra fluff in my opinion.

I actually have a personal medic just for myself. He’s a skillful Nomad and we have a simple tactic if an attack phase is needed. In our tactic, I shoot and if I get shot, he puts a fentanyl lollipop in my mouth and the train keeps moving. It’s never stop the madness, just occasional pain relief and push forward.

My medic could actually use a few extra lollipops just in case. I think those can be found inside IFAKs, so if you happen to find a couple of those, there’s a deal opportunity for us once again."	"В армии значат только две роли: стрелок и медик. Командиры, артиллерия и прочие элементы поддержки — просто лишний балласт, по моему мнению.

У меня есть личный медик только для меня. Он умелый Кочевник, и у нас простая тактика, когда требуется фаза атаки. По нашей тактике: я стреляю, а если в меня попадают, он суёт мне в рот фентаниловый леденец, и поезд продолжает движение. Никогда не останавливай безумие — только периодическое обезболивание и вперёд.

Моему медику, собственно, могло бы пригодиться ещё несколько леденцов на всякий случай. Думаю, их можно найти в IFAKах, так что если вдруг найдёшь пару штук — у нас снова есть возможность для сделки."
Home Collection	Домашняя коллекция
"Knife collection is one thing, but weapon collection is an art form where you separate the wheat from the chaff.

My personal home collection starts from 1500s-era muskets all the way to 1990s rifles, but anything beyond that is distasteful. I think I have more than 150 guns so far in my collection. The most exotic ones are probably a few Turkish revolver shotguns that I smuggled back from a holiday trip in 1985.

Currently, my main focus is on integrally suppressed pieces, but I've had a hard time finding those. There is especially one Eastern one that I have my eyes on, but it keeps hiding from me."	"Коллекция ножей — это одно, а коллекция оружия — это форма искусства, где отделяешь зёрна от плевел.

Моя личная домашняя коллекция начинается с мушкетов эпохи 1500-х годов вплоть до винтовок 1990-х, но всё что позже — безвкусица. Думаю, у меня уже более 150 единиц оружия в коллекции. Самые экзотические — пожалуй, несколько турецких револьверных дробовиков, которые я контрабандой привёз с туристической поездки в 1985 году.

Сейчас моё основное внимание направлено на интегрально подавленные экземпляры, но найти их сложно. Особенно один восточный, который я присмотрел, но он всё ускользает от меня."
Everyman's Right	Право каждого
