text	translation
"When the situation started, our hospitals were overbooked within the first hour. We actually had to convert the school's gymnasium into an emergency triage site.

I think I left one of my earliest patient reports there. I need that report to help with my memory, since it isn't what it used to be. The symptoms and specific details from that report are starting to blur for me.

Maybe you could search the gymnasium, the place where the kids used to play and climb ropes. It should be there somewhere."	"Als die Situation begann, waren unsere Krankenhäuser schon innerhalb der ersten Stunde überlastet. Wir mussten sogar die Turnhalle der Schule in eine Notfall-Triage-Station umwandeln.

Ich glaube, ich habe dort einen meiner allerersten Patientenberichte liegen lassen. Ich brauche diesen Bericht, um mein Gedächtnis aufzufrischen, da es nicht mehr das ist, was es einmal war. Die Symptome und genauen Details aus diesem Bericht verschwimmen langsam in meiner Erinnerung.

Vielleicht könntest du in der Turnhalle suchen, dort, wo die Kinder früher gespielt und auf Seilen geklettert sind. Er sollte irgendwo dort sein."
Substance	Inhalt
"When those tank railcars exploded and the initial fires started, I’m certain there was something else involved besides just standard industrial chemicals.

Acrylonitrile is definitely part of the compound, just as the officials claimed, but I have a theory that it’s only one piece of the puzzle. When burning, acrylonitrile releases toxic gases such as hydrogen cyanide and is classified as a C1 carcinogen, but let me explain my theory.

These kinds of organic compounds have extremely pungent odors. Since we are talking about massive volumes, the smell should have been everywhere, but it wasn’t. On top of this, acrylonitrile alone shouldn’t have such long-lasting effects on the environment and water sources.

This means we are looking at some kind of manufactured substance that is far more toxic. I know it’s just a theory, but there’s only one way to find out, we need to find the source.

Since we know it was delivered in oil tank cars, I would visit the nearest oil terminal and check their samples to see if they really contain oil or something else. These oil sample containers are easy to spot, they look like golden milk jugs and there should be plenty of them."	"Als diese Kesselwagen explodierten und die ersten Brände ausbrachen, bin ich mir sicher, dass neben den üblichen Industriechemikalien noch etwas anderes im Spiel war.

Acrylnitril ist definitiv Teil der Mischung, genau wie die Behörden behaupteten, aber ich habe die Theorie, dass es nur ein Teil des Puzzles ist. Bei der Verbrennung setzt Acrylnitril giftige Gase wie Blausäure frei und ist als Karzinogen der Klasse 1 eingestuft, aber lassen Sie mich meine Theorie erläutern.

Diese Art von organischen Verbindungen hat einen extrem stechenden Geruch. Da es sich um riesige Mengen handelte, hätte der Geruch überall zu riechen sein müssen, war es aber nicht. Hinzu kommt, dass Acrylnitril allein keine so lang anhaltenden Auswirkungen auf die Umwelt und die Wasserquellen haben dürfte.

Das bedeutet, dass wir es mit einer künstlich hergestellten Substanz zu tun haben, die weitaus giftiger ist. Ich weiß, es ist nur eine Theorie, aber es gibt nur einen Weg, das herauszufinden: Wir müssen die Quelle finden.

Da wir wissen, dass es in Öltankwagen transportiert wurde, würde ich den nächstgelegenen Ölterminal aufsuchen und deren Proben untersuchen, um festzustellen, ob sie wirklich Öl oder etwas anderes enthalten. Diese Ölprobenbehälter sind leicht zu erkennen, sie sehen aus wie goldene Milchkannen und es sollte reichlich davon vorhanden sein."
Bloodsuckers	Blutsauger
"Ain't that something? A new man and a new rifle, always a welcome sight.

Forget the small talk. You want something reliable and cheap? Sure, but a few favors first, since you don't climb the ranks immediately around here. Where should we start? There are definitely some supply runs you could do, but you look a bit flimsy, so maybe you need something simple first. Let me think a moment.

Okay, I have an idea. You know in the summertime, those flying suckers start to piss me off. You would assume those bastards would not get into these bunkers, but trust me, they do. Every single summer, there's buzzing around the clock.

Here's a suitable task for you. Find me something to get rid of those bloodsuckers and then we'll talk more."	"Ist das nicht toll? Ein neuer Mann und ein neues Gewehr – immer ein willkommener Anblick.

Vergiss den Smalltalk. Du willst was Zuverlässiges und Billiges? Klar, aber erst ein paar Gefälligkeiten, denn hier steigt man nicht sofort in den Rängen auf. Wo sollen wir anfangen? Es gibt definitiv ein paar Versorgungsläufe, die du machen könntest, aber du siehst ein bisschen schmächtig aus, also brauchst du vielleicht erst mal was Einfaches. Lass mich kurz überlegen.

Okay, ich habe eine Idee. Weißt du, im Sommer fangen diese fliegenden Mistkerle an, mich zu nerven. Man würde meinen, diese Mistkerle würden nicht in diese Bunker kommen, aber glaub mir, das tun sie. Jeden einzelnen Sommer summt es hier rund um die Uhr.

Hier ist eine passende Aufgabe für dich. Besorg mir etwas, um diese Blutsauger loszuwerden, und dann reden wir weiter."
Warm Meal	Warme Mahlzeit
"As a military man, I like to stick with rations, but even I have a limit to eating the same porridge and dry snacks multiple weeks in a row.

Back in the day, these rations at least had proper canned food, but nowadays most rations only have some nasty meat paste and modern outdoor food in them. I'm not putting that synthetic shit in my mouth, that's for sure.

It has been a while since I have seen a proper warm meal. Maybe this is your moment to shine and our professional relationship could take the next step forward. Maybe a mess kit filled with proper Finnish pea soup with a bit of mustard on the side, would do the trick."	"Als Soldat ernähre ich mich gerne von Feldrationen, aber selbst ich habe meine Grenzen, wenn ich mehrere Wochen hintereinander denselben Brei und trockene Snacks essen muss.

Früher enthielten diese Rationen wenigstens ordentliche Konserven, aber heutzutage besteht der Großteil nur noch aus ekligem Fleischbrei und modernem Outdoor-Essen. Dieses synthetische Zeug stecke ich mir sicher nicht in den Mund.

Es ist schon eine Weile her, dass ich eine richtige warme Mahlzeit gesehen habe. Vielleicht ist das Ihre Chance zu glänzen und unsere berufliche Beziehung könnte den nächsten Schritt nach vorne machen. Vielleicht würde ein Essgeschirr mit richtiger finnischer Erbsensuppe und etwas Senf dazu den Zweck erfüllen."
Nordic Trade	Nordic Trade
"Even though I don't understand the Swedes, they do three things right. They have a good navy, good cars and good tobacco products. There's still something wrong with them, they seem too happy and social. It's definitely unnatural.

Don't get me wrong, they are good neighbors and such, but I don't know. Maybe they are too rich and always well-dressed or maybe it's just the hockey thing.

However, in the spirit of good neighbors, there's a fair trade we could do. I call this one ""switching the desserts"". Bring me some of those Swedish delicacies and I'll give you some Finnish ones. It's a deal where there are only winners, a Nordic trade in a way without any rivalry."	"Auch wenn ich die Schweden nicht verstehe, machen sie drei Dinge richtig. Sie haben eine gute Marine, gute Autos und gute Tabakwaren. Irgendetwas stimmt bei ihnen aber trotzdem nicht – sie wirken zu glücklich und gesellig. Das ist definitiv unnatürlich.

Versteht mich nicht falsch, sie sind gute Nachbarn und so, aber ich weiß nicht. Vielleicht sind sie zu reich und immer gut gekleidet, oder vielleicht liegt es einfach am Eishockey.

Im Sinne guter Nachbarschaft könnten wir jedoch einen fairen Tausch vereinbaren. Ich nenne das „Desserttausch“. Bringt mir ein paar dieser schwedischen Köstlichkeiten, und ich gebe euch ein paar finnische. Das ist ein Deal, bei dem es nur Gewinner gibt – gewissermaßen ein nordischer Handel ohne jegliche Rivalität."
Big Blades	Große Klingen
"You can tell a lot about a man based on the blade he carries. If you ever see a guy with a small pocket knife, you don't want to be around those people.

When it comes to blades, the rule is the bigger, the better. I myself prefer machetes that are suitable for wood chopping and clearing obstructions in a dense forest. Even though we're not in a jungle here, you still need a big blade since there will be times when you'll wish you had one.

Collecting blades is also an elegant hobby. I do have quite an extensive collection, but there are still a few big blades that I'm missing."	"An der Klinge, die ein Mann bei sich trägt, lässt sich viel über ihn erkennen. Wenn du jemals jemanden mit einem kleinen Taschenmesser siehst, solltest du dich von solchen Leuten fernhalten.

Was Klingen angeht, gilt: Je größer, desto besser. Ich selbst bevorzuge Macheten, die sich zum Holzhacken und zum Roden von Hindernissen in einem dichten Wald eignen. Auch wenn wir uns hier nicht im Dschungel befinden, braucht man dennoch eine große Klinge, da es Momente geben wird, in denen man sich wünscht, man hätte eine.

Das Sammeln von Klingen ist zudem ein elegantes Hobby. Ich besitze zwar eine recht umfangreiche Sammlung, aber es fehlen mir noch ein paar große Klingen."
Ammo Delivery	Munitionslieferung
"You will find most of the ammo types in my stock. Whether you're into squirrel hunting or human hunting, there are options for all.

When it comes to ammo, 7.62x39 and .223 are the best sellers by a big margin. Sometimes there are still those annoying customers who seek something more exotic, but it's hard to maintain a stock for every weird request.

Maybe you could do a quick ammo delivery run for me? We could expand the portfolio a bit, so to speak."	"In meinem Sortiment findest du die meisten Munitionssorten. Egal, ob du auf Eichhörnchenjagd oder auf Menschenjagd bist, es ist für jeden etwas dabei.

Was Munition angeht, sind 7,62x39 und .223 mit großem Abstand die Verkaufsschlager. Manchmal gibt es immer noch diese nervigen Kunden, die nach etwas Exotischerem suchen, aber es ist schwer, für jede seltsame Anfrage einen Vorrat zu führen.

Vielleicht könntest du für mich eine kurze Munitionslieferung übernehmen? Wir könnten sozusagen das Sortiment ein wenig erweitern."
Weapon Delivery	Waffenlieferung
"I used to do a lot of business on the other side of the border, but nowadays my networks have dried up.

This has led to a situation where I'm constantly out of stock of those Eastern weapons. It's a damn shame, since I always find their products more reliable compared to the Western ones. You see, in the West, we have an incurable disease of making everything tactical. We add rails, dingles and dongles to everything and the end result is a mess that has too many moving parts.

Since I no longer have those networks active, a quick weapon delivery from the other side would be highly appreciated."	"Früher habe ich viel Geschäft auf der anderen Seite der Grenze gemacht, aber mittlerweile sind meine Kontakte dort versiegt.

Das hat dazu geführt, dass mir diese Waffen aus dem Osten ständig ausgehen. Das ist verdammt schade, denn ich finde ihre Produkte immer zuverlässiger als die westlichen. Weißt du, im Westen leiden wir unter einer unheilbaren Krankheit, alles taktisch zu gestalten. Wir montieren an alles Schienen, Klammern und Halterungen, und das Endergebnis ist ein Durcheinander mit zu vielen beweglichen Teilen.

Da meine Netzwerke nicht mehr aktiv sind, wäre ich für eine schnelle Waffenlieferung von der anderen Seite sehr dankbar."
Medic	Sanitäter
"In the military, there are only two roles that matter, a rifleman and a medic. Leaders, artillery and other support elements are just extra fluff in my opinion.

I actually have a personal medic just for myself. He’s a skillful Nomad and we have a simple tactic if an attack phase is needed. In our tactic, I shoot and if I get shot, he puts a fentanyl lollipop in my mouth and the train keeps moving. It’s never stop the madness, just occasional pain relief and push forward.

My medic could actually use a few extra lollipops just in case. I think those can be found inside IFAKs, so if you happen to find a couple of those, there’s a deal opportunity for us once again."	"Beim Militär gibt es nur zwei Rollen, die wirklich zählen: der Schütze und der Sanitäter. Kommandanten, Artillerie und andere Unterstützungseinheiten sind meiner Meinung nach nur überflüssiger Schnickschnack.

Ich habe sogar einen persönlichen Sanitäter nur für mich allein. Er ist ein geschickter Nomade, und wir haben eine einfache Taktik, falls eine Angriffsphase nötig wird. Bei unserer Taktik schieße ich, und wenn ich getroffen werde, steckt er mir einen Fentanyl-Lutscher in den Mund, und der Zug rollt weiter. Es ist nie ein Ende des Wahnsinns, nur gelegentliche Schmerzlinderung und weiter vorwärts.

Mein Sanitäter könnte tatsächlich ein paar zusätzliche Lutscher gebrauchen, nur für den Fall. Ich glaube, die findet man in IFAKs, also wenn ihr zufällig ein paar davon findet, ergibt sich für uns wieder eine Geschäftsmöglichkeit."
Home Collection	Startseite Kollektion
"Knife collection is one thing, but weapon collection is an art form where you separate the wheat from the chaff.

My personal home collection starts from 1500s-era muskets all the way to 1990s rifles, but anything beyond that is distasteful. I think I have more than 150 guns so far in my collection. The most exotic ones are probably a few Turkish revolver shotguns that I smuggled back from a holiday trip in 1985.

Currently, my main focus is on integrally suppressed pieces, but I've had a hard time finding those. There is especially one Eastern one that I have my eyes on, but it keeps hiding from me."	"Das Sammeln von Messern ist eine Sache, aber das Sammeln von Waffen ist eine Kunstform, bei der man die Spreu vom Weizen trennt.

Meine persönliche Sammlung zu Hause reicht von Musketen aus dem 16. Jahrhundert bis hin zu Gewehren aus den 1990er Jahren, aber alles, was darüber hinausgeht, finde ich geschmacklos. Ich glaube, ich habe bisher mehr als 150 Waffen in meiner Sammlung. Die exotischsten sind wahrscheinlich ein paar türkische Revolverflinten, die ich 1985 von einer Urlaubsreise mitgeschmuggelt habe.

Derzeit liegt mein Hauptaugenmerk auf Waffen mit integriertem Schalldämpfer, aber es fällt mir schwer, solche zu finden. Es gibt insbesondere eine aus dem Osten, die ich im Auge habe, aber sie versteckt sich immer wieder vor mir."
Everyman's Right	Das Recht jedes Bürgers
"I recently took a hike out to the Border Zone and collected some mushrooms.

In Finland, we have Everyman’s Rights, which grant us the right to use nature regardless of who owns or occupies the area. It’s probably the best law we have.

However, I have to admit that sometimes I step into a grey area and collect stuff that isn't just mushrooms. For example, a few months ago, I found a fallen Border Zone sign in a ditch. Since it was covered in leaves and dirt, I figured it belonged to nature which makes it part of Everyman’s Rights in my mind.

Even though this sign is a nice decorative piece, it’s a bit too colorful for my taste. You seem like a man who would appreciate this. Maybe we can do a small trade for it, but I'm not giving this away for anything cheap."	"Ich habe kürzlich eine Wanderung in die Grenzzone unternommen und dort ein paar Pilze gesammelt.

In Finnland gibt es das „Jedermannsrecht“, das uns das Recht gewährt, die Natur zu nutzen, unabhängig davon, wem das Gebiet gehört oder wer es nutzt. Das ist wahrscheinlich das beste Gesetz, das wir haben.

Allerdings muss ich zugeben, dass ich manchmal in eine Grauzone gerate und Dinge sammle, die nicht nur Pilze sind. Vor ein paar Monaten habe ich zum Beispiel ein umgestürztes „Border Zone“-Schild in einem Graben gefunden. Da es mit Laub und Schmutz bedeckt war, dachte ich mir, dass es zur Natur gehört und somit in meinen Augen unter das Jedermannsrecht fällt.

Auch wenn dieses Schild ein hübsches Deko-Stück ist, ist es für meinen Geschmack etwas zu bunt. Du scheinst jemand zu sein, der das zu schätzen weiß. Vielleicht können wir einen kleinen Tausch dafür machen, aber ich gebe es nicht für irgendetwas Billiges her."
Hitman	Hitman
"In Area 05, there’s a guy we call the Punisher. He comes from the Finnish criminal underworld, some say he’s a debt collector for one of the major biker gangs.

Every now and then, this guy steps in and asks for fucking payments for some self-made debt. Usually, I would shoot these clowns at the front door but this one is as tough as nails. Punisher and his minions also recently stole a police van, so they even have a lightly armored vehicle now.

Somebody has to put an end to this clown show, so I basically need a hitman. Bring me his head or something else to prove that he’s dead and I will give you the keys to my storage bunker."	"In Area 05 gibt es einen Typen, den wir den Punisher nennen. Er kommt aus der finnischen Unterwelt; manche sagen, er sei ein Schuldeneintreiber für eine der großen Biker-Gangs.

Ab und zu taucht dieser Typ auf und verlangt verdammte Zahlungen für irgendwelche selbst verursachten Schulden. Normalerweise würde ich diese Clowns schon an der Haustür erschießen, aber der hier ist hart wie Stahl. Punisher und seine Handlanger haben kürzlich auch einen Polizeiwagen geklaut, sodass sie jetzt sogar ein leicht gepanzertes Fahrzeug haben.

Jemand muss dieser Clownshow ein Ende bereiten, also brauche ich im Grunde einen Auftragskiller. Bring mir seinen Kopf oder irgendetwas anderes, das beweist, dass er tot ist, und ich gebe dir die Schlüssel zu meinem Lagerbunker."
Trader Event	Händlerveranstaltung
Dynamic Event	Dynamisches Ereignis
Special Event	Sonderveranstaltung
Dynamic	Dynamisch
Special	Besonderes
Guaranteed	Garantiert
Generalist returns to Village	Allrounder kehrt ins Village zurück
"Generalist is a ""jack of all trades"" trader who runs a small shop inside the Village garage building in Area 05 and specializes in common goods.

After taking a small mental break, Generalist is once again back in business and ready to serve his loyal customers with decent prices."	"Generalist ist ein „Alleskönner“-Händler, der einen kleinen Laden im Garagengebäude des Dorfes in Bereich 05 betreibt und sich auf Alltagswaren spezialisiert hat.

Nach einer kleinen Verschnaufpause ist Generalist wieder im Geschäft und bereit, seine treuen Kunden mit fairen Preisen zu versorgen."
Doctor returns to School	Der Arzt kehrt an die Schule zurück
"Doctor is a trader who specializes in medicine and holds an improvised clinic inside an abandoned school building in Area 05.

After visiting Grandma for a ""welfare check,"" Doctor returns to his clinic and is ready to provide medical services for the injured."	"Doktor ist ein Händler, der sich auf Medizin spezialisiert hat und in einem verlassenen Schulgebäude in Area 05 eine provisorische Klinik betreibt.

Nachdem er bei Oma vorbeigeschaut hat, um nach ihr zu sehen, kehrt Doktor in seine Klinik zurück und steht bereit, Verletzten medizinische Hilfe zu leisten."
Fighter Jets	Kampfflugzeuge
"After the Area 05 evacuation and Border Zone demilitarization, things have started to take a wrong turn and a show of force is needed.

The Finnish military will start performing non-lethal, high-visibility aerial flybys with fighter jets that appear in the sky frequently."	"Nach der Evakuierung von Area 05 und der Entmilitarisierung der Grenzzone haben die Dinge eine unerwünschte Wendung genommen, sodass nun eine Machtdemonstration erforderlich ist.

Das finnische Militär wird mit Kampfflugzeugen, die häufig am Himmel zu sehen sein werden, nicht-tödliche, gut sichtbare Überflüge durchführen."
Missing Cat	Vermisste Katze
"Grandma's cat has gone missing after a sonic boom from a fighter jet spooked the cat and it ran away.

A few days ago, Nomads found the cat wandering in the Outpost and managed to capture it with some sort of box. Once the Nomads started to deliver the cat back to Grandma, they were ambushed by Bandits who apparently took the box.

Locals saw the Bandits tossing the box around in a cruel way and eventually leaving the box somewhere."	"Omas Katze ist verschwunden, nachdem ein Überschallknall eines Kampfjets das Tier erschreckt hatte und es davonlief.

Vor ein paar Tagen fanden Nomaden die Katze, wie sie im Außenposten umherstreifte, und konnten sie mit einer Art Kiste einfangen. Als die Nomaden begannen, die Katze zu Oma zurückzubringen, wurden sie von Banditen überfallen, die offenbar die Kiste an sich nahmen.

Einheimische sahen, wie die Banditen die Kiste auf grausame Weise herumwarfen und sie schließlich irgendwo zurückließen."
Punisher arrives to Area 05	Der Punisher trifft in Area 05 ein
"Punisher is a bandit boss and a feared debt collector in the Finnish criminal world.

Punisher and his minions have stolen a local police van and are taking routine drives across Area 05."	"Punisher ist ein Banditenboss und ein gefürchteter Geldeintreiber in der finnischen Unterwelt.

Punisher und seine Handlanger haben einen Polizeiwagen gestohlen und fahren damit regelmäßig durch Area 05."
Airdrops are delivered to Area 05	Die Abwürfe werden in Gebiet 05 abgeworfen
"After a long delay, the Finnish military has once again started delivering airdrops to Area 05.

Airdrops usually contain humanitarian aid such as medicals, consumables and other relevant survival gear."	"Nach einer langen Verzögerung hat das finnische Militär wieder damit begonnen, Abwürfe in Gebiet 05 durchzuführen.

Die Abwürfe enthalten in der Regel humanitäre Hilfsgüter wie Medikamente, Verbrauchsgüter und andere wichtige Ausrüstung zum Überleben."
BTR Patrols	BTR-Patrouillen
"The military faction has started to use armored vehicles in the Vostok area.

Military BTR's are equipped with heavy machine guns and patrols have been seen across main roads and key locations."	"Die militärische Fraktion hat begonnen, im Gebiet von Vostok gepanzerte Fahrzeuge einzusetzen.

Die militärischen BTRs sind mit schweren Maschinengewehren ausgerüstet, und auf Hauptstraßen sowie an wichtigen Standorten wurden Patrouillen gesichtet."
Attack Helicopters	Kampfhubschrauber
"The Border Zone demilitarization is starting to crumble and it is obvious that previous rules no longer apply.

While official sources ensure nothing has changed, attack helicopters have started making frequent patrols and airspace violations near the Border Zone."	"Die Entmilitarisierung der Grenzzone beginnt zu bröckeln, und es ist offensichtlich, dass die bisherigen Regeln nicht mehr gelten.

Während offizielle Quellen versichern, dass sich nichts geändert habe, fliegen Kampfhubschrauber inzwischen regelmäßig Patrouillen und verletzen den Luftraum in der Nähe der Grenzzone."
Helicopter Crash Sites	Unfallorte von Hubschrauberabstürzen
"After airspace violations, aerial incidents were unavoidable and multiple attack helicopters were shot down on both sides of the border.

Helicopter crash sites are scattered around multiple locations and contain high-value loot, which also makes them hotspots for AI activity."	"Nach den Luftraumverletzungen waren Zwischenfälle in der Luft unvermeidlich, und auf beiden Seiten der Grenze wurden mehrere Kampfhubschrauber abgeschossen.

Die Absturzstellen der Hubschrauber sind über mehrere Orte verstreut und enthalten wertvolle Beute, was sie zudem zu Brennpunkten für KI-Aktivitäten macht."
Gunsmith returns to Outpost	Der Büchsenmacher kehrt zum Außenposten zurück
"Gunsmith is a trader who maintains a weapon storage inside one of the Outpost bunkers and specializes in everything related to firearms.

Gunsmith was nowhere to be seen for multiple months but according to rumors, he was taking a ""business trip"" to the other side of the border but has now returned to his beloved bunker in Area 05."	"Der Büchsenmacher ist ein Händler, der in einem der Bunker des Außenpostens ein Waffenlager unterhält und sich auf alles rund um Schusswaffen spezialisiert hat.

Der Büchsenmacher war mehrere Monate lang nirgends zu sehen, doch Gerüchten zufolge war er auf einer „Geschäftsreise“ jenseits der Grenze, ist nun aber in seinen geliebten Bunker in Area 05 zurückgekehrt."
Outpost gets compromised	Der Außenposten wird angegriffen
"Given the previous events, the situation at the Border Zone is escalating quickly and nearby areas face the consequences.

Military BTR's can now enter the Outpost map and Area 05 is no longer considered safe.

News of the event spread quickly among Area 05 locals and traders, but it is only considered rumors by the media and authorities outside of Area 05."	"Angesichts der jüngsten Ereignisse spitzt sich die Lage in der Grenzzone rasch zu, und die umliegenden Gebiete müssen mit den Folgen rechnen.

Militärische BTRs können nun auf die Karte „Outpost“ vordringen, und Area 05 gilt nicht mehr als sicher.

Die Nachricht von dem Vorfall verbreitete sich schnell unter den Einwohnern und Händlern von Area 05, wird jedoch von den Medien und Behörden außerhalb von Area 05 lediglich als Gerücht abgetan."
Traders leave Area 05	Händler verlassen Zone 05
"After the Outpost was compromised, all traders started making preparations and leaving Area 05.

It seems that the traders are doing this as a temporary measure and will return if and when things calm down."	"Nachdem der Außenposten eingenommen worden war, begannen alle Händler mit den Vorbereitungen und verließen Area 05.

Es scheint, als handele es sich hierbei um eine vorübergehende Maßnahme, und die Händler werden zurückkehren, sobald sich die Lage beruhigt hat."
Traders return to Area 05	Händler kehren in den Bereich 05 zurück
"The escalation of recent events has seemed to stop and Area 05 did not spiral into full chaos.

All traders are returning back to Area 05."	"Die Eskalation der jüngsten Ereignisse scheint zum Stillstand gekommen zu sein, und in Area 05 ist es nicht zu einem völligen Chaos gekommen.

Alle Händler kehren nach Area 05 zurück."
Transmission	Getriebe
"The signal that started it all has suddenly reappeared.

The transmission is interfering with radio broadcasts and can be heard on all common frequencies.

This is the last event of Early Access [Build 1]. The events and story will continue in upcoming builds."	"Das Signal, mit dem alles begann, ist plötzlich wieder aufgetaucht.

Die Übertragung stört den Rundfunkempfang und ist auf allen gängigen Frequenzen zu hören.

Dies ist das letzte Ereignis im Early Access [Build 1]. Die Ereignisse und die Geschichte werden in den kommenden Builds fortgesetzt."
Common	Allgemein
Rare	Selten
Legendary	Legendär
Armor Plate	Panzerplatte
Armor	Rüstung
Armor Plate {class}	Panzerplatten-{class}
Armor Plate (II)	Panzerplatte (II)
Armor Plate (III+)	Panzerplatte (III+)
Armor Plate (III)	Panzerplatte (III)
Armor Plate (IIIA)	Rüstungsplatte (IIIA)
Armor Plate (IV)	Rüstungsplatte (IV)
Backpack	Rucksack
Jääkäri Backpack (Black)	Rucksack „Jääkäri“ (Schwarz)
Jääkäri BP.	Jääkäri BP.
Jääkäri Backpack (Brown)	Rucksack „Jääkäri“ (braun)
Jääkäri Backpack (Green)	Rucksack „Jääkäri“ (grün)
Jääkäri Backpack (M05)	Rucksack „Jääkäri“ (M05)
Nomad Backpack	Nomad-Rucksack
Nomad BP.	Nomad BP.
Patrol Backpack	Patrouillenrucksack
Patrol BP.	Streifenwagen BP.
Duffel (Retro)	Reisetasche (Retro)
R. Duffel	R. Duffel
Belt Pouch	Gürteltasche
Kukkaro (Black)	Kukkaro (Schwarz)
Kukkaro	Kukkaro
Kukkaro (Brown)	Kukkaro (braun)
Kukkaro (Green)	Kukkaro (Grün)
Kukkaro (M05)	Kukkaro (M05)
Literature	Literatur
Book (Children)	Buch (Kinder)
Children	Kinder
Book (Cooking)	Buch (Kochbuch)
Cooking	Kochen
Book (Fishing)	Buch (Angeln)
Book (Religion)	Buch (Religion)
Religion	Religion
Clothing	Kleidung
Flame Beanie	Flame-Mütze
F. Beanie	F. Mütze
Combat Boots	Kampfstiefel
C. Boots	C. Stiefel
M62 Cap	M62-Kappe
Tactical Fleece (Brown)	Taktisches Fleece (braun)
T. Fleece	T. Fleece
Tactical Fleece (Green)	Taktisches Fleece (grün)
Leather Gloves	Lederhandschuhe
L. Gloves	L. Handschuhe
Work Gloves	Arbeitshandschuhe
W. Gloves	W. Handschuhe
Mosquito Hat	Mückenhaube
M. Hat	M. Hat
Sauna Hat	Saunahut
S. Hat	S. Hat
Hoodie (Border Zone)	Kapuzenpullover (Border Zone)
Hoodie BZ.	Hoodie BZ.
Hoodie B.	Hoodie B.
Hoodie (Gray)	Kapuzenpullover (grau)
Hoodie	Kapuzenpullover
M62 Jacket	M62-Jacke
M62 J.	M62 J.
Santa Jacket	Weihnachtsmannjacke
Santa J.	Weihnachtsmann J.
Winter Jacket (Blue)	Winterjacke (blau)
Winter Jacket	Winterjacke
Winter Jacket (Red)	Winterjacke (rot)
Winter J.	Winter J.
Jeans (Black)	Jeans (schwarz)
Jeans	Jeans
Hiking Pants	Wanderhosen
Hiking P.	Wandern P.
Windbreaker (Black)	Windjacke (schwarz)
Windbreaker	Windjacke
Windbr.	Windbr.
Windbreaker (Green)	Windjacke (grün)
Consumables	Verbrauchsmaterialien
Consumable	Verbrauchsmaterial
Drink	Getränk
Eat	Essen
Eat Raw	Iss roh
Eat (Raw)	Essen (roh)
Chew	Kauen
Smoke	Rauch
Use	Verwendung
Beer	Bier
Empty Can	Leere Dose
Can	Kann
Canned Meat	Fleischkonserven
Meat	Fleisch
Canned Meatballs	Fleischbällchen aus der Dose
Meatballs	Fleischbällchen
Canned Pea Soup	Erbsensuppe aus der Dose
Pea Soup	Erbsensuppe
Canned Peaches	Pfirsiche aus der Dose
Peaches	Pfirsiche
Canned Pear	Birnenkonserve
Pear	Birne
Canned Peas	Erbsen aus der Dose
Peas	Erbsen
Canned Pineapple	Ananas aus der Dose
Pineapple	Ananas
Canned Tomatoes	Tomaten aus der Dose
Tomatoes	Tomaten
Canned Tuna	Thunfisch aus der Dose
Tuna	Thunfisch
Cat Food	Katzenfutter
War Chocolate	Kriegsschokolade
W. Choco	W. Choco
Cigarettes	Zigaretten
Cigs	Zigaretten
Cigars	Zigarren
Coffee	Kaffee
Coffee (Brewed)	Kaffee (gebrüht)
C. Brewed	C. Gebraut
Fish Soup (Cooked)	Fischsuppe (gekocht)
F. Soup (Cooked)	F. Suppe (gekocht)
F. Soup	F. Suppe
Meatballs (Cooked)	Fleischbällchen (gekocht)
M. Balls (Cooked)	M. Bällchen (gekocht)
M. Balls	M. Balls
Pea Soup (Cooked)	Erbsensuppe (gekocht)
P. Soup (Cooked)	P. Suppe (gekocht)
P. Soup	P. Suppe
Tomato Soup (Cooked)	Tomatensuppe (gekocht)
T. Soup (Cooked)	T. Suppe (gekocht)
T. Soup	T. Suppe
Crackers	Cracker
Energy Drink	Energy-Drink
E. Drink	E. Getränk
Energy Powder	Energiepulver
E. Powder	E. Pulver
Field Ration	Feldverpflegung
F. Ration	F. Ration
Juice	Saft
Juice (Orange)	Saft (Orange)
Juice O.	Juice O.
Juice (Pear)	Saft (Birne)
Juice P.	Juice P.
Juice (Raspberry)	Saft (Himbeere)
Juice R.	Juice R.
Kilju	Kilju
Kompot	Kompott
Mustard	Senf
Peanuts	Erdnüsse
Potato	Kartoffel
Salty Liquorice	Salziges Lakritz
Salty Liq.	Salzige Flüssigkeit
Snus	Snus
Soda (Lemon)	Limonade (Zitrone)
Soda	Limonade
Soda L.	Soda L.
Sugar	Zucker
Water Bottle	Trinkflasche
Water	Wasser
Yeast	Hefe
Electronics	Elektronik
Alarm Clock	Wecker
A. Clock	A. Uhr
Batteries	Batterien
Battery	Akku
Battery Cables	Batteriekabel
B. Cables	B. Kabel
Casette	Kassette
Casette (Electrofolk)	Casette (Elektrofolk)
Junna - Haavakko	Junna – Haavakko
Junna - Lempi	Junna – Lempi
Junna - Mistä Sä Tiesit Tulla	Junna – Woher wusstest du, dass du kommen würdest?
Junna - Mukula	Junna – Mukula
Junna - Pappa Se Antoi Hevosen	Junna – Papa hat ihr ein Pferd geschenkt
Junna - Rautahepo	Junna – Rautahepo
Junna - Ruslana	Junna – Ruslana
Junna - Vandringsman	Junna – Wanderer
Casette (Nomad)	Casette (Nomad)
Casette (OST)	Kassette (Soundtrack)
OST - Alive	OST – Alive
OST - Daybreak	OST – Tagesanbruch
OST - Far	OST – Weit
OST - Lost	OST – Lost
OST - Rain	OST – Regen
OST - Road	OST – Straße
OST - Trailer	OST – Trailer
OST - Winds	OST – Bläser
